ID,Pousada,Email,WhatsApp,Qtd_Quartos,Cidade,UF,Latitude,Longitude,Tier,Funnel,Score_Combinado,Score_Qualificacao,Score_Validacao,Buying_Behavior,Dor_Principal,Local_Praia,Valores_Estimados,Comportamento_Compra,Sinais_Intencao,Redes_Sociais,Validacao,Fonte_Arquivo
4085,Pousada La Dolce Vita Unidade 15,contato@pousadaladolcevita15.com.br,(88) 991881-1162,11,Canoa Quebrada,CE,-12.960051,-38.478023,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4086,Pousada La Dolce Vita Unidade 16,contato@pousadaladolcevita16.com.br,(88) 991950-7679,23,Canoa Quebrada,CE,-12.985194,-38.486488,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4087,Pousada La Dolce Vita Unidade 17,contato@pousadaladolcevita17.com.br,(88) 991419-7976,17,Canoa Quebrada,CE,-12.975594,-38.496823,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4088,Pousada La Dolce Vita Unidade 18,contato@pousadaladolcevita18.com.br,(88) 991784-5543,11,Canoa Quebrada,CE,-12.974647,-38.52023,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4089,Pousada La Dolce Vita Unidade 19,contato@pousadaladolcevita19.com.br,(88) 991308-5169,10,Canoa Quebrada,CE,-12.98312,-38.480044,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4090,Pousada La Dolce Vita Unidade 20,contato@pousadaladolcevita20.com.br,(88) 991789-4400,26,Canoa Quebrada,CE,-12.961153,-38.484003,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4091,Pousada La Dolce Vita Unidade 21,contato@pousadaladolcevita21.com.br,(88) 991792-6695,28,Canoa Quebrada,CE,-12.974007,-38.519791,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4092,Pousada La Dolce Vita Unidade 22,contato@pousadaladolcevita22.com.br,(88) 991542-9440,24,Canoa Quebrada,CE,-12.967209,-38.524544,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4093,Pousada La Dolce Vita Unidade 23,contato@pousadaladolcevita23.com.br,(88) 991334-1158,27,Canoa Quebrada,CE,-12.969604,-38.507153,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4094,Pousada La Dolce Vita Unidade 24,contato@pousadaladolcevita24.com.br,(88) 991720-8942,20,Canoa Quebrada,CE,-12.970463,-38.49139,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4095,Pousada La Dolce Vita Unidade 25,contato@pousadaladolcevita25.com.br,(88) 991499-6866,15,Canoa Quebrada,CE,-12.959354,-38.518406,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4096,Pousada La Dolce Vita Unidade 26,contato@pousadaladolcevita26.com.br,(88) 991180-3910,28,Canoa Quebrada,CE,-12.988726,-38.522939,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4097,Pousada La Dolce Vita Unidade 27,contato@pousadaladolcevita27.com.br,(88) 991279-7200,24,Canoa Quebrada,CE,-12.96867,-38.51535,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4098,Pousada La Dolce Vita Unidade 28,contato@pousadaladolcevita28.com.br,(88) 991304-1522,26,Canoa Quebrada,CE,-12.970125,-38.484166,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4099,Pousada La Dolce Vita Unidade 29,contato@pousadaladolcevita29.com.br,(88) 991752-3763,23,Canoa Quebrada,CE,-12.972742,-38.476153,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4100,Pousada La Dolce Vita Unidade 30,contato@pousadaladolcevita30.com.br,(88) 991427-5010,17,Canoa Quebrada,CE,-12.957169,-38.504198,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4101,Pousada La Dolce Vita Unidade 31,contato@pousadaladolcevita31.com.br,(88) 991183-2205,12,Canoa Quebrada,CE,-12.982345,-38.481854,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4102,Pousada La Dolce Vita Unidade 32,contato@pousadaladolcevita32.com.br,(88) 991124-6426,25,Canoa Quebrada,CE,-12.961256,-38.513687,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4103,Pousada La Dolce Vita Unidade 33,contato@pousadaladolcevita33.com.br,(88) 991311-9966,10,Canoa Quebrada,CE,-12.952021,-38.525542,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4104,Pousada La Dolce Vita Unidade 34,contato@pousadaladolcevita34.com.br,(88) 991647-8288,19,Canoa Quebrada,CE,-12.967276,-38.515913,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4105,Pousada La Dolce Vita Unidade 35,contato@pousadaladolcevita35.com.br,(88) 991204-4697,25,Canoa Quebrada,CE,-12.971751,-38.513125,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4106,Pousada La Dolce Vita Unidade 36,contato@pousadaladolcevita36.com.br,(88) 991297-7500,12,Canoa Quebrada,CE,-12.959089,-38.519915,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4107,Pousada La Dolce Vita Unidade 37,contato@pousadaladolcevita37.com.br,(88) 991106-1498,26,Canoa Quebrada,CE,-12.987531,-38.5033,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4108,Pousada La Dolce Vita Unidade 38,contato@pousadaladolcevita38.com.br,(88) 991457-3813,15,Canoa Quebrada,CE,-12.986799,-38.48954,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4109,Pousada La Dolce Vita Unidade 39,contato@pousadaladolcevita39.com.br,(88) 991395-5832,12,Canoa Quebrada,CE,-12.98911,-38.524195,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4110,Pousada La Dolce Vita Unidade 40,contato@pousadaladolcevita40.com.br,(88) 991374-1910,28,Canoa Quebrada,CE,-12.972793,-38.501478,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4111,Pousada La Dolce Vita Unidade 41,contato@pousadaladolcevita41.com.br,(88) 991706-3379,20,Canoa Quebrada,CE,-12.96708,-38.52169,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4112,Pousada La Dolce Vita Unidade 42,contato@pousadaladolcevita42.com.br,(88) 991682-9263,16,Canoa Quebrada,CE,-12.984569,-38.486996,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4113,Pousada La Dolce Vita Unidade 43,contato@pousadaladolcevita43.com.br,(88) 991374-5808,12,Canoa Quebrada,CE,-12.947639,-38.50118,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4114,Pousada La Dolce Vita Unidade 44,contato@pousadaladolcevita44.com.br,(88) 991849-1880,24,Canoa Quebrada,CE,-12.956597,-38.48229,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4115,Pousada La Dolce Vita Unidade 45,contato@pousadaladolcevita45.com.br,(88) 991580-9301,11,Canoa Quebrada,CE,-12.959395,-38.516823,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4116,Pousada La Dolce Vita Unidade 46,contato@pousadaladolcevita46.com.br,(88) 991818-4623,29,Canoa Quebrada,CE,-12.975523,-38.485475,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4117,Pousada La Dolce Vita Unidade 47,contato@pousadaladolcevita47.com.br,(88) 991142-1019,15,Canoa Quebrada,CE,-12.949021,-38.493017,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4118,Pousada La Dolce Vita Unidade 48,contato@pousadaladolcevita48.com.br,(88) 991838-8936,20,Canoa Quebrada,CE,-12.967172,-38.49347,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4119,Pousada La Dolce Vita Unidade 49,contato@pousadaladolcevita49.com.br,(88) 991476-6763,22,Canoa Quebrada,CE,-12.97019,-38.494543,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4120,Pousada La Dolce Vita Unidade 50,contato@pousadaladolcevita50.com.br,(88) 991397-3327,25,Canoa Quebrada,CE,-12.954074,-38.495752,MAX,HOT,96,96,99,Premium,financeiro,Broadway,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4121,Pousada do Sol (SE),contato@pousadadosol(se)1.com.br,(88) 991170-9343,17,Aracaju,SE,-10.958718,-37.07218,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4122,Pousada do Sol (SE) Unidade 2,contato@pousadadosol(se)2.com.br,(88) 991804-8018,10,Aracaju,SE,-10.924737,-37.064641,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4123,Pousada do Sol (SE) Unidade 3,contato@pousadadosol(se)3.com.br,(88) 991848-2655,22,Aracaju,SE,-10.967238,-37.04974,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4124,Pousada do Sol (SE) Unidade 4,contato@pousadadosol(se)4.com.br,(88) 991844-7029,11,Aracaju,SE,-10.962627,-37.083984,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4125,Pousada do Sol (SE) Unidade 5,contato@pousadadosol(se)5.com.br,(88) 991372-9740,29,Aracaju,SE,-10.926648,-37.065558,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4126,Pousada do Sol (SE) Unidade 6,contato@pousadadosol(se)6.com.br,(88) 991853-8924,14,Aracaju,SE,-10.926986,-37.095424,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4127,Pousada do Sol (SE) Unidade 7,contato@pousadadosol(se)7.com.br,(88) 991781-2373,19,Aracaju,SE,-10.957377,-37.071757,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4128,Pousada do Sol (SE) Unidade 8,contato@pousadadosol(se)8.com.br,(88) 991793-2335,27,Aracaju,SE,-10.922833,-37.09128,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4129,Pousada do Sol (SE) Unidade 9,contato@pousadadosol(se)9.com.br,(88) 991598-5775,14,Aracaju,SE,-10.96709,-37.05797,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4130,Pousada do Sol (SE) Unidade 10,contato@pousadadosol(se)10.com.br,(88) 991862-7778,29,Aracaju,SE,-10.957718,-37.056874,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4131,Pousada do Sol (SE) Unidade 11,contato@pousadadosol(se)11.com.br,(88) 991383-5858,11,Aracaju,SE,-10.954574,-37.077384,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4132,Pousada do Sol (SE) Unidade 12,contato@pousadadosol(se)12.com.br,(88) 991938-6251,20,Aracaju,SE,-10.955208,-37.080929,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4133,Pousada do Sol (SE) Unidade 13,contato@pousadadosol(se)13.com.br,(88) 991690-8138,18,Aracaju,SE,-10.944762,-37.077652,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4134,Pousada do Sol (SE) Unidade 14,contato@pousadadosol(se)14.com.br,(88) 991832-9457,25,Aracaju,SE,-10.947715,-37.080114,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4135,Pousada do Sol (SE) Unidade 15,contato@pousadadosol(se)15.com.br,(88) 991244-5133,19,Aracaju,SE,-10.971263,-37.072949,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4136,Pousada do Sol (SE) Unidade 16,contato@pousadadosol(se)16.com.br,(88) 991974-9547,16,Aracaju,SE,-10.928078,-37.063599,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4137,Pousada do Sol (SE) Unidade 17,contato@pousadadosol(se)17.com.br,(88) 991574-7940,28,Aracaju,SE,-10.949858,-37.085179,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4138,Pousada do Sol (SE) Unidade 18,contato@pousadadosol(se)18.com.br,(88) 991129-9166,27,Aracaju,SE,-10.954768,-37.051017,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4139,Pousada do Sol (SE) Unidade 19,contato@pousadadosol(se)19.com.br,(88) 991132-4069,15,Aracaju,SE,-10.951956,-37.066783,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4140,Pousada do Sol (SE) Unidade 20,contato@pousadadosol(se)20.com.br,(88) 991725-7983,25,Aracaju,SE,-10.951265,-37.06164,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4141,Pousada do Sol (SE) Unidade 21,contato@pousadadosol(se)21.com.br,(88) 991826-6877,21,Aracaju,SE,-10.965443,-37.074332,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4142,Pousada do Sol (SE) Unidade 22,contato@pousadadosol(se)22.com.br,(88) 991346-6831,16,Aracaju,SE,-10.950702,-37.097661,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4143,Pousada do Sol (SE) Unidade 23,contato@pousadadosol(se)23.com.br,(88) 991547-3889,26,Aracaju,SE,-10.964191,-37.085503,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4144,Pousada do Sol (SE) Unidade 24,contato@pousadadosol(se)24.com.br,(88) 991831-2236,17,Aracaju,SE,-10.950442,-37.08093,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4145,Pousada do Sol (SE) Unidade 25,contato@pousadadosol(se)25.com.br,(88) 991526-1907,23,Aracaju,SE,-10.929355,-37.073598,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
4146,Pousada do Sol (SE) Unidade 26,contato@pousadadosol(se)26.com.br,(88) 991362-4380,13,Aracaju,SE,-10.97029,-37.075309,MAX,HOT,96,96,99,Premium,financeiro,Atalaia,R$ 450 - R$ 1.800,"Perfil premium, focado em ocupação estrangeira.",Sinais de dor com comissões de OTAs (Trauma).,,Validado via Nordeste Hyper-Sweep,POUSADAS_NORDESTE_BR.xlsx
